CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND
A29,Wennapuwa Daily,"8RXQ+WCG, Peragas Junction, Road,, Wennappuwa",7.3498185,79.835991,Arpico
A30,Aththiditya Daily,"RVMP+76X, B389, Dehiwala-Mount Lavinia",6.8054405,79.4421323,Arpico
A31,Kandana Daily,"88 Negombo Rd, Kandana",7.0512105,79.8940493,Arpico
A32,Mulleriyawa Daily,"WWGM+Q8M, Colombo",6.9369712,79.9799444,Arpico
A33,Chilaw Daily,"HQGX+H9P, Chilaw",7.5764624,79.7958755,Arpico
A34,Ambatenna Daily,"48 Matale Rd, Ambatenna",7.3481636,80.6140162,Arpico
A35,Watareka Daily,"Avissawella Rd, Padukka",6.8558974,80.0634892,Arpico
A36,Rathnapura Main Arpico Daily,Arpico Daily - Ratnapura,6.6808602,80.4104634,Arpico
A37,Anuradhapura Arpico Daily,"Anuradhapura, Sri Lanka",8.35647,80.41726,Arpico
A38,Pelmadulla Arpico Daily,"Pelmadulla Division, Ratnapura, Sri Lanka",6.6475,80.5153,Arpico
A39,Battaramulla SC,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.8834017,79.93387583,Arpico
A40,Arpico SuperCentre Dehiwala,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.883145,79.933756,Arpico
A41,Arpico SuperCentre Gampaha,"Arpico Super Gampaha, Gampaha-Yakkala Road, Yakkala 11870, Sri Lanka",7.09165735,79.99965831,Arpico
A42,Arpico SuperCentre Wellawatte,"Wellawatte, Colombo, Western Province, Sri Lanka",6.8743844,79.8591176,Arpico
A43,Arpico SuperCentre Negombo,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.883145,79.933756,Arpico
A44,Arpico SuperCentre Kandy,"Arpico Furniture, Kandy 32350, Sri Lanka",7.280639,80.620608,Arpico
A45,Arpico SuperCentre Piliyandala,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.8834017,79.93387583,Arpico
A46,Arpico SuperCentre Kalutara,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.883145,79.933756,Arpico
A47,Arpico SuperCentre Gelioya,"Arpico Supercentre, Colombo—Matara Road, Thotamuna, Matara 81750, Sri Lanka",5.9448271,80.52328213,Arpico
A48,Arpico SuperCentre Haloluwa,"Arpico Supercentre, 1034/V Pannipitiya Road, Sri Jayawardenepura Kotte 10116, Sri Lanka",6.883145,79.933756,Arpico
1017,FC STAPLES STREET,"21,  Staples  Street,  Colombo  02",6.935649,79.845775,Cargills
1018,FC KANDY,"3 ,  Dalada  Veedia ,  Kandy .",7.296226,80.648898,Cargills
1033,FC MAJESTIC CITY,"Majestic  City  ,  10 , Station Road , Colombo  04",6.8937047,79.8545846,Cargills
1015,FC BANDARAWELA,"7 , Welimada  Road ,  Bandarawella",6.415518,80.851091,Cargills
1020,FC NUWARA ELIYA,"90 , Kandy  Road ,  Nuwaraeliya .",6.411189,80.846002,Cargills
1005,FC FORT,"40 , York Street ,  Fort ,  Colombo  01",6.9363463,79.8451648,Cargills
1076,FC KURUNEGALA,"44 , Negombo  Road , Kurunegala .",7.4846002,80.3549741,Cargills
1083,FC MATARA,"60 , Anagarika Dharmapala Mw , Matara .",5.947822,80.5482919,Cargills
1084,FC WATTALA,"315 , Negombo  Road , Wattala .",6.984836,79.888517,Cargills
1106,FC DEHIWALA,"65 A ,  Galle  Road , Dehiwala .",6.8340506,79.8673709,Cargills
1104,FC RATNAPURA,"Municipal Commercial Complex ,Old Bus Stand Site,Nagarasaba Pedesa, Ratnapura",7.167865,79.947151,Cargills
1105,FC COLPETTY,"407 , Galle  Road , Colpetty .",6.93407,80.135575,Cargills
1107,EX THIMBIRIGASYAYA,"90 , Thimbirigasyaya   Road , Colombo 05",6.411189,80.846002,Cargills
1201,EX MATARA,"No. 1,  Bus Stand Site, Matara",8.669216,81.206152,Cargills
1301,EX MALIGAWATTE,"301, Pradeepa Mawatha, Colombo 10",6.934791,79.869408,Cargills
1111,FC KEGALLE,"447 / 2 , Kandy  Road , Kegalla .",7.2523,80.3436,Cargills
1114,FC ALUTHGAMA,"303 , Main  Street , Aluthgama .",6.43333,79.99972,Cargills
1108,FC KOTAHENA,"108 , George R. de Silva  Mw , Kotahena .",6.9480164,79.8598246,Cargills
1117,FC AMBALANGODA,"98 A , New Road , Ambalangoda .",6.2355,80.0538,Cargills
1109,FC PARK ROAD,"213 , Park  Road , Off Elvitigala Mw , Colombo 05",7.565013,79.802067,Cargills
1115,FC BERUWELA,"162 ,  Galle  Road , Beruwela .",6.4859894,79.9832676,Cargills
1113,FC KATUGASTOTA,"271 A , Katugastota  Road , Kandy .",7.2728825,80.6040777,Cargills
1133,FC WARAKAPOLA,"97 , Kandy  Road , Warakapola",7.222439,80.191608,Cargills
1303,EX ALEXANDRA PLACE,"75, C.W.W. Kannangara Mw. Colombo 7",6.8910338,79.8484293,Cargills
1124,FC MATALE,"99 A , King  Street , Mathale",7.249969,80.592953,Cargills
1305,EX HAVELOCK ROAD,"323, Havelock Rd. Coombo 6",6.8814334,79.8695965,Cargills
1116,FC AVISSAWELLA,"91 ,  Ratnapura  Road , Avissawella .",6.9529643,80.212406,Cargills
1121,FC GALLE,"24 & 26 ,  Gamini  Mawatha , Galle .",6.0686329,80.2181013,Cargills
1130,FC MOUNT LAVINIA STC,"270 , Galle  Road , Mount Lavinia .S.T.C",6.9098375,79.8501529,Cargills
1138,FC EMBILIPITIYA,"51 , Nonagama   Road , Embilipitiya .",6.2934953,80.884298,Cargills
1120,FC ANURADHAPURA,"248 , Main street , Anuradhapura .",8.3353681,80.4109817,Cargills
1137,FC MUTUWAL,"54 /1 , Centre  Road, Mattakkuliya .",6.9733929,79.8755033,Cargills
1308,EX BAMBALAPITIYA,"762, Galle Rd. Colombo 4",6.894858,79.85481,Cargills
1139,FC BALANGODA,"157 , Old Road , Balangoda .",6.651389,80.697868,Cargills
1145,FC MARADANA,"585 , Maradana  Road , Maradana .",6.926472,79.8640039,Cargills
1125,FC BADULLA,"18 , Dharmadutha Road, Badulla .",6.9879886,81.0595402,Cargills
1146,FC VAVUNIYA,"137, Kandy Road , Vauniya .",6.976602,80.763936,Cargills
1157,FC PILIMATALAWA,"178, Colombo Road , Pilimathalawa.",7.263315,80.5470324,Cargills
1158,FC DAMBULLA,"643, Anuradhapura Road,  Dambulla",7.88005,80.650647,Cargills
1159,FC AKURANA,"281, Matale Road , Akurana.",7.36032,80.60062,Cargills
1150,FC HAMBANTOTA,"Thissa Road,  Hambanthota.",6.326357,81.307648,Cargills
1164,FC HATTON,"171, Dimbulla Road  ,  Hatton.",6.8916333,80.5984591,Cargills
1170,FC KUNDASALE,"Bamunupola Watta,  Kundasale.",7.36667,80.6,Cargills
1169,FC TANGALLE,"No.4,Mahawela Rd,  Tangalle.",6.0219509,80.7959935,Cargills
1187,FC KARAPITIYA,"Namal Traders, Karapitiya.",6.0670789,80.2257615,Cargills
1186,FC EHELIYAGODA,"No.44, Main Street , Eheliyagoda",6.844027,80.270705,Cargills
1188,FC GAMPOLA,"No.8/8, Nawalapitiya Road, Gampola.",7.1593404,80.5650356,Cargills
1316,EX TRINCOMALEE,Linganagar Service station (MPCS),8.5764408,81.2317384,Cargills
1199,FC MAWANELLA,"No.22/C ,Kandy Road   Mawanella.",7.251092,80.450221,Cargills
1162,FC TRINCOMALEE,"No.190, Thirugnanasampanthan Street, Trincomalee.",8.579493,81.22364,Cargills
1278,FC KULIYAPITIYA,"No. 183 , Hettipola Road , Kuliyapitiya",7.4734938,80.0446206,Cargills
1279,FC BANDARAGAMA,"No. 51 , Panadura Road , Bandaragama .",6.7063806,79.9745219,Cargills
1281,FC PANNALA,"No. 33, Kuliyapitiya Road,  Pannala.",7.3285371,80.0243502,Cargills
1288,FC BATTICALOA,"No. 67, St. Anthonys Street,  Batticaloa",7.7356027,81.6941956,Cargills
1286,FC DHARGA TOWN,"No. 321/3,  Main Street,  Dhargatown",7.713777,81.692428,Cargills
1289,FC NAWALAPITIYA,"No. 51, Gampola Road,  Nawalapitiya.",7.0554719,80.5346006,Cargills
1294,FC AMPARA,"Reegal Cinama ,  Nidahas Mawatha , Ampara.",7.2978118,81.6790194,Cargills
1291,FC DICKMANS ROAD,"No. 15, Dickmans Road , Bambalapitiya.",6.9023114,79.85464016,Cargills
1292,FC GRANDPASS,"No. 130/C,  Layards Broadway,  Granpass,  Colombo  14.",6.9442201,79.8645632,Cargills
1297,FC MONERAGALA,"No. 105, Wellawaya Road,  Monaragala",6.897752,81.3413428,Cargills
1298,FC IPALOGAMA,"Ranajayapura, Ipalogama.",8.0719714,80.544784,Cargills
1412,FC PALMADULLA,"No.115, Rathnapura road, Pelmadulla.",6.6234343,80.5431464,Cargills
1419,FC JAWATTA,"No 60, Jawatta Road, Thimbirigasyaya.",6.8938722,79.8670038,Cargills
1411,FC DUPLICATION,"No. 450 E, R A De Mel Mawatha, Colombo 03",7.314605,81.582305,Cargills
1422,FC MANIPPAY,"No. 120 Jaffna Road, Manipay.",9.7211058,80.0235894,Cargills
1432,FC KANNATHTHIDI,"No. 54, Kannathiddy Road, Jaffna",9.6713549,80.0115791,Cargills
1425,FC AKKARAIPATHTHU,"No.143/B 1, Kalmunai road, Akkaraipattru.",6.942199,80.775818,Cargills
1424,FC KALMUNEI,No. 1034/1 Kalmunai 14,7.4187031,81.8124103,Cargills
1433,FC NORRIS CANAL,"No. 25,   Norris Canal Road , Colombo 10",6.921012,79.866131,Cargills
1323,EX TRILLIUM RESIDENCE,"No. 153, Elvitigala Mawatha, Colombo 08",6.821061,79.961815,Cargills
1428,FC WARIYAPOLA,"No. 107, Kurunegala Road, Wariyapola.",7.591524,80.2721784,Cargills
1321,EX KURUWITA,"No 96, Main Road, Kuruwita,",6.7761011,80.3668957,Cargills
1322,EX RUWANWELLA,"No.114, Main Street, Ruwanwella.",7.0458636,80.2537792,Cargills
1319,EX DIGANA,"Methsiripaya, New Town, Rajawella, Digana.",7.2968144,80.7308585,Cargills
1434,FC KADURUWELLA,"No. 896, Batticaloa Road, Kaduruwela",7.93333,81.03333,Cargills
1431,FC KILINOCHCHI,"No. 7-10 Anthoneypillai Building, Karadibokku, Kilinochchi.",9.3770186,80.3354047,Cargills
1327,EX SUWARAPOLA,"No. 428, Moratuwa Rd, Suwarapola, Piliyandala.",6.7978132,79.9114488,Cargills
1326,EX KOTIYAKUBURA,"No. 146, Ruwanwella Road, Kotiyakumbura.",7.1310747,80.2860286,Cargills
1420,FC MANCHANTHODUWAI,"No. 488 New Kalmunai Road, Manchanthoduwaii",7.705535,81.714182,Cargills
1435,FC WELIMADA,"No. 11 Boralanda Road, Welimada",6.865889,80.882922,Cargills
1429,FC BATTICALOA 02,"No.03, Gnanasooriyam Square, Trinco Road, Batticaloa.",7.7102,81.6924,Cargills
1331,EX BENTOTA,"No. 118, Pahurumulla, Galle Road, Bentota",6.4254,79.9948,Cargills
1430,FC GALEWELA,"No. 210, Kalawewa Junction, Galewala",7.7592885,80.5684242,Cargills
1443,FC PUTTALUM,"No. 97B, Kurunagala Road, Puttalam.",8.0301856,79.8286583,Cargills
1439,FC POTHUVIL,"Kaleej Front Buildingâ€, Main Street, Pothuvil.",7.831524,81.552949,Cargills
1446,FC WARD PLACE,"No. 48, Ward Place, Colombo-07",6.9162548,79.8699029,Cargills
1448,FC ERAVUR,"No. 42,44, Main street, Eravur",7.7782,81.6038,Cargills
1341,EX MELSIRIPURA,"Cargills Food City Express, Dambulla Road , Melsiripura",7.639175,80.5066115,Cargills
1342,EX NELLIYADI,"No.163, Jaffna Road, Nelliyady.",9.7992119,80.1997538,Cargills
1453,FC SAMANTHURAI,"No. 32/2, Ampara Road,Viliniyady Junction,Sammanthurai.",6.033033,80.798802,Cargills
1343,EX BELIATTA,"No. 52, Tangalle Road, Beliatta",6.0424456,80.7639441,Cargills
1457,FC THISSAMAHARAMA,"No. 142, Hambantota Road, Thissamaharama",6.2770724,81.2892814,Cargills
1339,EX MIDDENIYA,"Liyanage Building, Weeraketiya Road, Middeniya.",6.2273879,80.7677577,Cargills
1335,EX GALGAMUWA,"No. 37, Anuradhapura Road, Galgamuwa",7.9956851,80.2706908,Cargills
1338,EX MALWANA,"No.52/10/A Main Street, Malwana",6.9534168,80.0090131,Cargills
1455,FC CHUNNAKAM,"No. 91, K. K. S. Road, Chunnakam.",9.7456,80.0271,Cargills
1350,EX MATALE ROSE ST,"No. 1/15, Rose Street,Matale.",7.4708262,80.6242126,Cargills
1324,EX ALAWWA,"No. 151, Giriulla Road,Alawwa.",7.2938087,80.2393427,Cargills
1352,EX SOUTHERN HIGHWAY A,"Cargills Food City Express A ,Canowin Arcade ,Welipenna Rest area.",6.469516,80.077822,Cargills
1353,EX SOUTHERN HIGHWAY B,"Cargills Food City Express B,Canowin Arcade,Welipenna Rest area.",6.995219,80.406192,Cargills
1464,FC PALLEKELE,"No. 396, Digana Road, Pallekele",7.2945,80.7225,Cargills
1155,FC AMBALANTHOTA,"No 129, Jayantha Building, Tangalle Road, Ambalantota.",6.119513,81.016088,Cargills
1444,FC GALLE 02,"No. 10/8, Wakwella Road, Galle",6.0656332,80.1985511,Cargills
1349,EX KARANDENIYA,"No.343, MAHAHENDHANDA, KARANDENIYA",6.2708131,80.0793223,Cargills
1460,FC KATUGASTOTA2,"No. 452, Katugastota road, kandy",7.2728825,80.6040777,Cargills
1355,EX ERIYAGAMA,"No.180, Colombo road, Eiryagama.",7.091106,79.99707,Cargills
1466,FC AMBALANGODA2,"No. 37, New Road, Ambalangoda.",6.2328919,80.0544604,Cargills
1364,EX DEANS ROAD,"No. 153, Deans Road,Colombo 10",6.921109,79.864399,Cargills
1375,EX BUTTALA,"No. 36, Monaragala Road,Buttala.",6.7570967,81.2402218,Cargills
1459,FC AKURESSA,"No.83 Matara Road,Akuressa",6.057924,80.4902331,Cargills
1467,FC GATAMBE,"No.496, Gatambe, Peradeniya.",7.26291,80.5908561,Cargills
1379,EX GINIGATHHENA,"No.120/1 ,Nawalapitiya Road,Ginigathhena",7.0024045,80.4903814,Cargills
1357,EX AMPITIYA,"No. 63 Kandy Road,Ampitiya.",7.2763351,80.6559644,Cargills
1469,FC WELIGAMA,"No. 454,Old Galle Road,Weligama.",5.97501,80.42968,Cargills
1370,EX HIKKADUWA,"No. 162 Galle Road,Hikkaduwa",6.1202915,80.1156869,Cargills
1372,EX DERANIYAGALA,"No. 58, Dehiowita Road,Deraniyagala",6.9363556,80.3343443,Cargills
1366,EX HABARADUWA,"Dassana Building,Galle Road,Habaraduwa.",6.837607,79.867514,Cargills
1381,EX HABARANA,"No. 72,Trincomalee  Road,Habarana.",8.0398876,80.7554997,Cargills
1371,EX WATTEGAMA,"No. 31, Matale Road, Wattegama",6.7989,81.4808,Cargills
1148,FC JAFFNA,"No.420, Hospital Road,Jaffna.",9.666103,80.012594,Cargills
1471,FC COTA ROAD,"No. 260, N.M Perera Mawatha, Cota Road, Colombo 08",6.934744,79.842725,Cargills
1377,EX IBBAGAMUWA,"No. 5, Dambulla Road, Ibbagamuwa.",7.5393521,80.4405948,Cargills
1470,FC WELLAWAYA,"No. 32 Hambanthota Road,Wellawaya.",6.7317804,81.1018359,Cargills
1368,EX GODAKAWELA,"Main Street, Godakawela.",6.5063,80.6434,Cargills
1383,EX MADAWACHCHIYA,"No. 102, Jaffna Road,Medawachchiya.",8.5536287,80.485686,Cargills
1360,EX GELIOYA,"No,35/D, Peradeniya Road,Gelioya.",7.542915,81.374525,Cargills
1386,EX RAMBUKKANA,"No 57, Mawanella Road,Rambukkana.",7.3266342,80.4025509,Cargills
1385,EX DENIYAYA,No. 04 Pallegama Road Deniyaya.,6.345632,80.5491829,Cargills
1475,FC MATHUGAMA,"No. 93, Kalutara Road,Mathugama",6.489959,80.095032,Cargills
1387,EX KATUGODA,"No. 1/389, Matara Road,Katugoda, Galle",6.033562,80.236867,Cargills
1484,FC MARINE CITY,"No 46, Station Road,Dehiwala.",6.8316101,79.8635,Cargills
1481,FC MATALE2,"No. 666,Trincomalee street,Matale",7.4698,80.6217,Cargills
1394,EX GALAGEDARA,"No. 200/C Hospital Junction, Galagedara.",7.3727659,80.5219199,Cargills
1393,EX MULLAITTIVE,"No 197, P.W.D.Road , Mullathiv",6.889804,79.916192,Cargills
1717,EX POOJAPITIYA,"No 6/1/C, Owissa Road, Poojapitiya.",7.3784973,80.586694,Cargills
1726,EX ANAMADUWA,"No 106, Puttalama Road, Anamaduwa.",7.8776367,80.0109366,Cargills
1727,EX MAGGONA,"No. 396/5, Galle Road, Maggona",6.4859894,79.9832676,Cargills
1728,EX ASCON RESIDENCE,"No. 608-1/35, Dr. Danister de Silva Mawatha, Dematagoda.",6.9327474,79.8803715,Cargills
1724,EX NELUWA,"No. 10, Sawijaya Building, Dellawa Road, Galle.",7.70706035,80.65340183,Cargills
1490,FC NARAMMALA,"No. 161, Negombo Road,Narammala.",7.4283006,80.2144459,Cargills
1718,EX AHANGAMA,"No.55/A,Galle Road, Piyadigama, Ahangama.",6.8388379,79.8669957,Cargills
1735,EX MALKADUWAWA,"FOOD CITY  EXPRESS â€“MALKADUWAWA,Molawatta, Malkaduwawa,Kurunegala.",7.244102,80.59864,Cargills
1739,EX MAKULUDUWA,"No 16 B,Makuluduwa,Piliyandala.",6.8153272,79.9349491,Cargills
1736,EX KATARAGAMA,"No 53/1/1/2, Sella Road, Kataragama.",6.968444,80.770424,Cargills
1741,EX MANNAR,"No Road 01 ,Pallimulei Mannar",8.9772444,79.9137786,Cargills
1738,EX KALMUNAI,"Cargills Food City, Saindhamaruthu, Kalmunai",7.3983722,81.8327841,Cargills
1743,EX KEKIRAWA,"No 15, Malawa Village,Central Road, Kekirawa",8.0405114,80.5941622,Cargills
1745,EX RAHULA JUNCTION,"No. 39,Perera MW,Buthgamuwa Rd,Rajagiriya",6.9093966,79.8985781,Cargills
1746,EX MALIGAWATTE2,"No.227, Saddharma Mawatha, Maligawatte, Colombo 10",6.938669,79.874888,Cargills
1749,EX ALADENIYA,"No. 418/A, Kurunegala Road,Aladeniya,Werallagama â€“ Kandy.",7.3272275,80.5932034,Cargills
1550,FC MATARA 02,"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",6.0240512,80.7976573,Cargills
1559,FC ANURADHAPURA 02,"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",6.9413418,80.1894709,Cargills
1498,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",6.714712,80.063782,Cargills
1571,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.86,80.65167,Cargills
1567,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2532006,80.3454132,Cargills
1584,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.31667,80.98333,Cargills
1756,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.911341,79.865033,Cargills
1579,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.9493634,80.4558128,Cargills
